longTermAdminNm,longTermAdminSym,longTermAdminCd,hmPostNo,TelNo,siDoCd,siGunGuCd,detailAddr,ratingCd,ratingDate,ratingGrade,adminPttnName,longTermPeribRgtDt,StpRptDt,opRating,safeRating,rightRating,processRating,resultRating
사랑으로노인복지센터,34513000066,C01,,,,,,2019년 정기평가,2019-09-04,A,방문요양,2009-05-14,2009-05-14,95,100,95,91,100
군산천사방문요양센터,34513000184,C01,,,,,,2019년 정기평가,2019-03-18,B,방문요양,2014-03-25,2014-03-25,86,60,91,85,92
늘사랑재활재가노인복지센터,34513000124,C01,,,,,,2019년 정기평가,2019-03-27,A,방문요양,2010-03-04,2010-03-04,97,100,100,93,98
새소망재가복지센터,34513000150,C01,,,,,,2019년 정기평가,2019-06-11,B,방문요양,2011-11-24,2011-11-24,82,90,91,75,88
자광재가방문요양복지센터,34513000034,C01,,,,,,2019년 정기평가,2019-06-27,A,방문요양,2008-07-24,2008-07-24,86,100,93,82,100
함께하는재가노인통합지원센터,24513000008,B01,,,,,,2019년 정기평가,2019-03-18,A,방문요양,2008-06-20,2008-06-19,94,90,100,85,94
한울타리재가복지센터,34513000152,C01,,,,,,2019년 정기평가,2019-09-25,E,방문요양,2012-02-17,2012-02-17,54,55,52,39,92
보은재가노인통합지원센터,24513000002,B01,,,,,,2019년 정기평가,2019-09-18,A,방문요양,2008-05-30,2004-03-16,90,90,100,88,98
우리사랑재가복지센터,34513000204,C01,,,,,,2019년 정기평가,2019-07-25,B,방문요양,2015-05-08,2015-05-08,82,100,76,74,92
동군산재가복지센터,24513000216,B01,,,,,,2019년 정기평가,2019-03-27,C,방문요양,2015-10-22,2015-10-22,54,95,84,82,100
민들레노인복지센터,34513000130,C01,,,,,,2019년 정기평가,2019-04-25,A,방문요양,2010-03-31,2010-03-31,95,90,95,92,98
드림노인복지센터,34513000222,C01,,,,,,2019년 정기평가,2019-07-18,C,방문요양,2016-01-22,2016-01-22,52,90,95,69,100
으뜸노인복지센터,34513000168,C01,,,,,,2019년 정기평가,2019-09-04,B,방문요양,2013-04-29,2013-04-29,89,100,78,63,100
희망재가복지센터,34513000210,C01,,,,,,2019년 정기평가,2019-05-29,B,방문요양,2015-06-25,2015-06-25,79,95,91,86,100
엄마네노인복지센터,34513000244,C01,,,,,,2019년 정기평가,2019-09-18,C,방문요양,2017-08-23,2017-08-23,50,95,84,78,100
황토나라의료기복지센터,34513000001,C01,,,,,,2019년 정기평가,2019-09-16,A,방문목욕,2008-05-27,2008-05-27,100,100,95,97,100
정성방문간호센터,34513000026,C01,,,,,,2019년 정기평가,2019-09-04,B,방문목욕,2008-06-30,2008-06-30,95,90,92,78,88
늘사랑재활재가노인복지센터,34513000124,C01,,,,,,2019년 정기평가,2019-03-27,A,방문목욕,2010-03-04,2010-03-04,97,100,100,94,88
함께하는재가노인통합지원센터,24513000008,B01,,,,,,2019년 정기평가,2019-03-18,A,방문목욕,2008-06-20,2008-06-19,100,90,91,87,100
보은재가노인통합지원센터,24513000002,B01,,,,,,2019년 정기평가,2019-09-18,B,방문목욕,2008-05-30,2004-03-16,95,90,82,81,100
정성방문간호센터,34513000026,C01,,,,,,2019년 정기평가,2019-09-04,A,방문간호,2008-06-30,2008-06-30,84,100,82,92,100
시민방문간호센터,34513000114,C05,,,,,,2019년 정기평가,2019-09-05,B,방문간호,2009-12-15,2009-12-15,90,92,67,81,100
비타민재가노인복지센터,34513000212,C05,,,,,,2019년 정기평가,2019-07-18,A,방문간호,2015-07-06,2015-07-06,93,75,93,88,100
원광재가노인통합지원센터,24513000001,B01,,,,,,2019년 정기평가,2019-08-28,C,주야간보호,2008-05-30,2001-04-02,79,66,87,60,90
정성노인복지센터,24513000197,B01,,,,,,2019년 정기평가,2019-09-04,B,주야간보호,2014-12-11,2014-12-11,84,88,95,76,100
사랑마을요양원,24513000163,B03,,,,,,2019년 정기평가,2019-09-04,A,주야간보호,2013-02-01,2013-02-01,90,98,100,94,100
나운주간노인복지센터,24513000003,B03,,,,,,2019년 정기평가,2019-09-26,B,주야간보호,2008-05-30,2004-05-15,83,95,79,84,95
늘사랑재활재가노인복지센터,34513000124,C01,,,,,,2019년 정기평가,2019-03-27,A,주야간보호,2010-03-04,2010-03-04,94,100,100,92,95
씨앗노인복지센터,24513000149,B03,,,,,,2019년 정기평가,2019-07-03,C,주야간보호,2011-10-04,2011-10-04,65,70,83,68,80
보은재가노인통합지원센터,24513000002,B01,,,,,,2019년 정기평가,2019-09-18,B,주야간보호,2008-05-30,2004-03-16,66,91,87,81,85
동군산재가복지센터,24513000216,B01,,,,,,2019년 정기평가,2019-03-27,D,주야간보호,2015-10-22,2015-10-22,47,76,70,82,90
아펜젤러 사랑의집,24513000162,B03,,,,,,2019년 정기평가,2019-03-27,E,주야간보호,2013-01-10,2008-03-06,34,65,60,50,100
소망의료기,34513000170,C06,,,,,,2019년 정기평가,2019-09-18,A,복지용구,2013-08-23,2013-08-23,100,100,75,100,100
(유)하늘케어,34513000200,C06,,,,,,2019년 정기평가,2019-03-14,B,복지용구,2015-01-21,2015-01-21,93,94,75,68,91
군산천사방문요양센터,34513000184,C01,,,,,,2019년 정기평가,2019-03-18,B,복지용구,2014-03-25,2014-03-25,76,100,75,75,100
조은의료기,34513000172,C06,,,,,,2019년 정기평가,2019-09-16,A,복지용구,2013-09-03,2013-09-03,88,100,85,100,100
으뜸노인복지센터,34513000168,C01,,,,,,2019년 정기평가,2019-09-04,E,복지용구,2013-04-29,2013-04-29,91,88,73,25,100
세움재가복지센터,34611000208,C01,,,,,,2019년 정기평가,2019-04-16,B,방문요양,2017-12-01,2017-12-01,71,80,93,72,100
주안노인복지센터,24611000012,B01,,,,,,2019년 정기평가,2019-04-15,B,방문요양,2008-06-05,2008-05-29,92,100,89,70,100
목포시노인복지관재가센터,24611000018,B01,,,,,,2019년 정기평가,2019-07-18,A,방문요양,2008-06-05,2008-06-04,95,100,95,97,90
샬롬 재가장기요양기관,34611000026,C01,,,,,,2019년 정기평가,2019-08-19,A,방문요양,2008-07-09,2008-07-09,89,100,95,93,92
은혜나눔 재가복지센터,34611000158,C01,,,,,,2019년 정기평가,2019-06-04,A,방문요양,2015-06-01,2015-06-01,85,100,91,84,100
아침의집 재가복지센터,34611000160,C01,,,,,,2019년 정기평가,2019-03-11,A,방문요양,2015-09-18,2015-09-16,79,90,93,92,100
성림재가노인복지센터,34611000132,C01,,,,,,2019년 정기평가,2019-08-19,C,방문요양,2012-06-15,2012-06-15,73,75,69,63,92
함께하는 재가복지센터,34611000170,C01,,,,,,2019년 정기평가,2019-04-16,A,방문요양,2016-02-22,2016-02-22,76,80,100,93,96
온누리재가노인복지센터,34611000150,C01,,,,,,2019년 정기평가,2019-04-15,A,방문요양,2014-06-20,2014-06-20,97,100,100,97,92
한듬복지센터,34611000080,C01,,,,,,2019년 정기평가,2019-03-11,B,방문요양,2009-11-13,2009-11-13,88,85,76,68,100
목포재가복지센터,34611000186,C01,,,,,,2019년 정기평가,2019-08-12,B,방문요양,2016-10-13,2016-10-01,78,100,89,87,100
호남재가장기요양기관,34611000102,C01,,,,,,2019년 정기평가,2019-08-19,B,방문요양,2010-07-19,2010-07-19,94,60,82,75,90
부모섬김재가복지센터,34611000185,C01,,,,,,2019년 정기평가,2019-08-19,B,방문요양,2016-09-30,2016-09-12,89,90,76,79,92
희망365복지센터,24611000110,B01,,,,,,2019년 정기평가,2019-04-15,B,방문요양,2011-03-17,2011-03-17,85,60,96,86,100
고운손재가복지센터,34611000192,C01,,,,,,2019년 정기평가,2019-05-27,E,방문요양,2016-12-06,2016-12-01,61,80,58,19,90
주안노인복지센터,24611000012,B01,,,,,,2019년 정기평가,2019-04-15,B,방문목욕,2008-06-05,2008-05-29,78,100,67,77,100
샬롬 재가장기요양기관,34611000026,C01,,,,,,2019년 정기평가,2019-08-19,A,방문간호,2008-07-09,2008-07-09,92,100,95,97,88
주안노인복지센터,24611000012,B01,,,,,,2019년 정기평가,2019-04-15,B,주야간보호,2008-06-05,2008-05-29,77,84,83,85,87
목포시노인복지관재가센터,24611000018,B01,,,,,,2019년 정기평가,2019-07-18,A,주야간보호,2008-06-05,2008-06-04,80,98,83,95,80
베스트복지용구사업소,34611000092,C06,,,,,,2019년 정기평가,2019-03-11,B,복지용구,2010-01-14,2010-01-14,91,94,78,75,100
신평화의료기,34611000156,C06,,,,,,2019년 정기평가,2019-08-12,C,복지용구,2015-04-02,2015-04-02,76,94,50,50,91
인애노인복지센터,34613000192,C01,,,,,,2019년 정기평가,2019-04-22,E,방문요양,2015-01-19,2015-01-19,66,55,65,39,69
여수시다은노인복지센터,34613000108,C01,,,,,,2019년 정기평가,2019-03-28,E,방문요양,2009-10-13,2009-10-13,71,50,73,39,98
감사합니다노인복지센터,34613000180,C01,,,,,,2019년 정기평가,2019-07-15,D,방문요양,2014-07-20,2014-07-20,76,60,67,40,92
여천재가노인복지센터,34613000166,C01,,,,,,2019년 정기평가,2019-03-28,B,방문요양,2013-06-14,2013-06-14,96,100,100,94,100
한사랑노인복지센터,34613000138,C01,,,,,,2019년 정기평가,2019-05-22,C,방문요양,2011-01-28,2011-01-28,84,80,80,69,92
동여수큰사랑데이케어센터,34613000231,C01,,,,,,2019년 정기평가,2019-06-24,A,방문요양,2016-10-06,2016-10-06,94,100,100,90,100
쌍봉 노인복지센터,34613000046,C01,,,,,,2019년 정기평가,2019-09-23,B,방문요양,2008-07-04,2008-07-04,89,90,91,76,100
루하노인복지센터,34613000206,C01,,,,,,2019년 정기평가,2019-03-19,B,방문요양,2015-10-27,2015-10-27,78,100,84,70,86
효자노인복지센터,34613000184,C01,,,,,,2019년 정기평가,2019-04-22,B,방문요양,2014-09-24,2014-09-24,86,100,89,79,100
사율노인복지센터,34613000258,C01,,,,,,2019년 정기평가,2019-04-22,C,방문요양,2017-11-13,2017-11-07,76,90,88,62,92
소나무재가노인복지센터,24613000084,B01,,,,,,2019년 정기평가,2019-06-24,B,방문요양,2009-02-06,2009-02-05,97,60,95,62,92
전남여수노인복지센터,34613000178,C01,,,,,,2019년 정기평가,2019-09-23,D,방문요양,2014-06-16,2014-06-16,72,90,67,87,100
가화재가노인복지센터,34613000232,C01,,,,,,2019년 정기평가,2019-03-19,B,방문요양,2016-10-11,2016-10-11,85,80,95,66,100
명성노인복지센터,34613000202,C01,,,,,,2019년 정기평가,2019-03-07,C,방문요양,2015-08-13,2015-08-13,66,80,63,65,92
사랑나눔노인복지센터,34613000114,C01,,,,,,2019년 정기평가,2019-09-23,A,방문요양,2009-11-30,2009-11-30,91,90,100,88,100
남해복지센터,34613000214,C01,,,,,,2019년 정기평가,2019-04-22,D,방문요양,2016-01-08,2016-01-08,65,60,71,45,92
브니엘재가노인복지센터,34613000148,C01,,,,,,2019년 정기평가,2019-03-19,C,방문요양,2011-08-04,2011-08-04,67,100,69,91,100
엘림노인복지센터,34613000204,C01,,,,,,2019년 정기평가,2019-07-15,C,방문요양,2015-09-11,2015-09-11,80,100,89,78,100
흰돌노인복지센터,34613000172,C01,,,,,,2019년 정기평가,2019-09-02,C,주야간보호,2014-01-10,2014-01-10,52,82,79,61,97
여수시다은노인복지센터,34613000108,C01,,,,,,2019년 정기평가,2019-03-28,E,주야간보호,2009-10-13,2009-10-13,61,89,39,58,100
여천재가노인복지센터,34613000166,C01,,,,,,2019년 정기평가,2019-03-28,B,주야간보호,2013-06-14,2013-06-14,87,100,100,86,85
호산나노인복지센터,34613000058,C01,,,,,,2019년 정기평가,2019-05-22,E,주야간보호,2008-11-06,2008-11-03,44,53,62,48,100
가장큰사랑노인주간보호센터,24613000252,B01,,,,,,2019년 정기평가,2019-06-24,A,주야간보호,2017-07-13,2017-07-13,98,100,100,93,97
미루나무노인복지센터,24613000245,B01,,,,,,2019년 정기평가,2019-03-28,B,주야간보호,2017-03-09,2017-03-03,91,84,89,68,80
소나무재가노인복지센터,24613000084,B01,,,,,,2019년 정기평가,2019-06-24,A,주야간보호,2009-02-06,2009-02-05,100,100,91,79,97
전남여수노인복지센터,34613000178,C01,,,,,,2019년 정기평가,2019-09-23,E,주야간보호,2014-06-16,2014-06-16,41,77,37,83,87
더나눔노인주간보호센터,34613000222,C01,,,,,,2019년 정기평가,2019-07-23,A,주야간보호,2016-04-08,2016-04-08,83,98,87,96,87
백세의료기,34613000136,C06,,,,,,2019년 정기평가,2019-04-08,B,복지용구,2011-01-05,2011-01-05,80,100,78,93,91
수명복지용구사업소,34613000176,C06,,,,,,2019년 정기평가,2019-05-22,C,복지용구,2014-05-01,2014-05-01,86,100,57,68,66
전남여수노인복지센터,34613000178,C01,,,,,,2019년 정기평가,2019-09-23,E,복지용구,2014-06-16,2014-06-16,67,69,67,56,100
실버사랑노인복지센터,24615000060,B01,,,,,,2019년 정기평가,2019-05-22,B,방문요양,2008-10-15,2008-10-15,95,70,82,70,100
남순천노인복지센터,34615000108,C01,,,,,,2019년 정기평가,2019-03-19,C,방문요양,2009-06-25,2009-06-25,90,50,100,83,100
하늘노인복지센터,34615000120,C01,,,,,,2019년 정기평가,2019-07-15,A,방문요양,2009-07-31,2009-07-31,98,100,91,94,100
포도재가노인복지센터,34615000214,C01,,,,,,2019년 정기평가,2019-09-23,C,방문요양,2014-02-21,2014-02-21,83,80,82,67,100
해바라기 노인복지센터,34615000062,C01,,,,,,2019년 정기평가,2019-07-23,B,방문요양,2008-10-15,2008-10-15,79,90,69,79,100
순흥노인복지센터,34615000244,C01,,,,,,2019년 정기평가,2019-07-15,A,방문요양,2015-11-25,2015-11-25,83,100,95,88,100
순천노인복지센터,34615000162,C01,,,,,,2019년 정기평가,2019-07-15,A,방문요양,2010-10-15,2010-10-15,100,100,86,94,100
순천조례노인복지센터,24615000010,B01,,,,,,2019년 정기평가,2019-04-08,A,방문요양,2008-05-30,1997-03-26,98,90,91,85,100
송이노인복지센터,34615000250,C01,,,,,,2019년 정기평가,2019-04-17,B,방문요양,2016-04-06,2016-04-06,82,80,95,72,98
별량노인복지센터,34615000106,C01,,,,,,2019년 정기평가,2019-04-08,E,방문요양,2009-06-03,2009-06-03,86,95,76,79,100
순천린제노인복지센터,24615000008,B01,,,,,,2019년 정기평가,2019-04-22,A,방문요양,2008-05-30,1995-01-26,100,100,92,88,92
선한노인복지센터,34615000104,C01,,,,,,2019년 정기평가,2019-03-07,B,방문요양,2009-06-01,2009-06-01,60,100,100,78,100
용봉노인복지센터,34615000148,C01,,,,,,2019년 정기평가,2019-09-09,B,방문요양,2009-12-30,2009-12-30,69,100,82,78,92
고려노인복지센터,34615000124,C01,,,,,,2019년 정기평가,2019-03-19,A,방문요양,2009-08-28,2009-08-28,97,90,100,88,100
주암노인복지센터,34615000168,C01,,,,,,2019년 정기평가,2019-09-23,C,방문요양,2010-12-01,2010-12-01,94,60,86,50,92
한솔노인복지센터,24615000208,B01,,,,,,2019년 정기평가,2019-04-22,A,방문요양,2013-08-26,2013-08-26,97,100,100,91,100
부모사랑노인복지센터,34615000236,C01,,,,,,2019년 정기평가,2019-07-15,B,방문요양,2015-08-01,2015-08-01,88,100,76,82,92
순천남산복지센터,34615000070,C01,,,,,,2019년 정기평가,2019-04-17,B,방문요양,2008-11-07,2008-11-07,85,90,91,78,100
남순천노인복지센터,34615000108,C01,,,,,,2019년 정기평가,2019-03-19,B,방문목욕,2009-06-25,2009-06-25,83,80,91,79,88
하늘노인복지센터,34615000120,C01,,,,,,2019년 정기평가,2019-07-15,A,방문목욕,2009-07-31,2009-07-31,97,100,95,97,100
포도재가노인복지센터,34615000214,C01,,,,,,2019년 정기평가,2019-09-23,C,방문목욕,2014-02-21,2014-02-21,86,75,86,70,100
순천린제노인복지센터,24615000008,B01,,,,,,2019년 정기평가,2019-04-22,A,방문목욕,2008-05-30,1995-01-26,100,100,88,84,88
순천남산복지센터,34615000070,C01,,,,,,2019년 정기평가,2019-04-17,B,방문목욕,2008-11-07,2008-11-07,80,90,91,79,100
좋은이웃노인복지센터,34615000050,C01,,,,,,2019년 정기평가,2019-03-28,B,주야간보호,2008-08-14,2008-08-14,72,90,95,88,90
종가노인복지센터,34615000246,C03,,,,,,2019년 정기평가,2019-09-24,A,주야간보호,2016-02-01,2016-02-01,83,100,100,98,95
큰사랑노인복지센터,34615000280,C03,,,,,,2019년 정기평가,2019-09-09,D,주야간보호,2017-08-30,2017-08-30,69,83,66,50,100
순천조례노인복지센터,24615000010,B01,,,,,,2019년 정기평가,2019-04-08,A,주야간보호,2008-05-30,1997-03-26,94,100,100,85,95
별량노인복지센터,34615000106,C01,,,,,,2019년 정기평가,2019-04-08,E,주야간보호,2009-06-03,2009-06-03,58,82,62,69,90
순천린제노인복지센터,24615000008,B01,,,,,,2019년 정기평가,2019-04-22,A,주야간보호,2008-05-30,1995-01-26,94,98,91,83,95
용봉노인복지센터,34615000148,C01,,,,,,2019년 정기평가,2019-09-09,E,주야간보호,2009-12-30,2009-12-30,54,74,37,45,90
한솔노인복지센터,24615000208,B01,,,,,,2019년 정기평가,2019-04-22,A,주야간보호,2013-08-26,2013-08-26,86,98,100,98,97
밝은생각노인복지센터,24615000262,B03,,,,,,2019년 정기평가,2019-09-09,E,주야간보호,2016-12-29,2016-12-29,58,72,85,66,100
효자노인복지센터,34615000131,C01,,,,,,2019년 정기평가,2019-03-28,C,주야간보호,2009-10-08,2009-10-08,72,90,68,52,100
9988의료기,34615000258,C06,,,,,,2019년 정기평가,2019-03-07,E,복지용구,2016-10-28,2016-10-28,55,100,75,37,100
삼광복지용구사업소,34615000040,C06,,,,,,2019년 정기평가,2019-09-23,B,복지용구,2008-07-08,2008-07-08,76,100,64,75,100
사랑나눔노인복지센터,34672000040,C01,,,,,,2019년 정기평가,2019-09-17,E,방문요양,2010-10-12,2010-10-12,61,50,34,25,100
구구팔팔방문요양센터,34672000018,C01,,,,,,2019년 정기평가,2019-07-02,B,방문요양,2008-07-14,2008-06-27,77,100,69,78,100
효사랑노인복지센터,34672000020,C01,,,,,,2019년 정기평가,2019-08-05,E,방문요양,2008-07-28,2008-07-21,57,50,26,45,94
원등노인복지센터,34672000009,C01,,,,,,2019년 정기평가,2019-04-04,B,방문요양,2008-06-10,2008-06-10,92,100,91,71,94
사랑재가노인요양센터,34672000026,C01,,,,,,2019년 정기평가,2019-07-02,A,방문요양,2008-12-24,2008-12-19,90,100,86,87,100
심청노인복지센터,24672000022,B02,,,,,,2019년 정기평가,2019-05-28,B,방문요양,2008-10-01,2008-09-24,78,100,82,80,94
해드림재가노인복지센터,34672000058,C01,,,,,,2019년 정기평가,2019-05-28,B,방문요양,2016-01-19,2016-01-18,80,90,95,81,100
사랑나눔노인복지센터,34672000040,C01,,,,,,2019년 정기평가,2019-09-17,E,방문목욕,2010-10-12,2010-10-12,57,55,65,32,100
효사랑노인복지센터,34672000020,C01,,,,,,2019년 정기평가,2019-08-05,D,방문목욕,2008-07-28,2008-07-21,61,55,52,56,100
사랑재가노인요양센터,34672000026,C01,,,,,,2019년 정기평가,2019-07-02,A,방문목욕,2008-12-24,2008-12-19,88,100,95,91,100
심청노인복지센터,24672000022,B02,,,,,,2019년 정기평가,2019-05-28,B,방문목욕,2008-10-01,2008-09-24,95,95,86,79,100
해드림재가노인복지센터,34672000058,C01,,,,,,2019년 정기평가,2019-05-28,B,방문목욕,2016-01-19,2016-01-18,78,85,95,75,100
원등노인복지센터,24672000006,B03,,,,,,2019년 정기평가,2019-04-04,B,주야간보호,2008-06-03,2008-06-03,84,95,81,77,97
심청노인복지센터,24672000022,B02,,,,,,2019년 정기평가,2019-05-28,A,주야간보호,2008-10-01,2008-09-24,87,98,91,95,100
한마음돌봄사회서비스협동조합,34617000112,C06,,,,,,2019년 정기평가,2019-03-06,B,방문요양,2014-12-04,2014-12-04,78,90,91,80,100
나주까리따스노인복지센터,24617000008,B01,,,,,,2019년 정기평가,2019-07-16,A,방문요양,2008-05-26,2006-06-16,90,100,80,88,100
이레노인복지센터,34617000114,C01,,,,,,2019년 정기평가,2019-06-25,E,방문요양,2015-01-29,2015-01-29,67,90,63,40,92
보화노인복지센터,24617000004,B01,,,,,,2019년 정기평가,2019-04-23,C,방문요양,2008-05-21,2007-12-20,84,90,78,62,100
효녀심청노인복지센터,24617000016,B01,,,,,,2019년 정기평가,2019-07-04,A,방문요양,2008-05-27,2008-05-27,91,100,92,81,100
고은재가노인복지센터,34617000144,C01,,,,,,2019년 정기평가,2019-08-20,B,방문요양,2017-08-01,2017-08-01,91,60,95,64,92
다사랑노인복지센터,34617000136,C01,,,,,,2019년 정기평가,2019-03-06,D,방문요양,2016-11-04,2016-11-04,72,70,67,57,86
한마음돌봄사회서비스협동조합,34617000112,C06,,,,,,2019년 정기평가,2019-03-06,B,방문목욕,2014-12-04,2014-12-04,65,80,95,77,100
나주까리따스노인복지센터,24617000008,B01,,,,,,2019년 정기평가,2019-07-16,B,방문목욕,2008-05-26,2006-06-16,96,100,76,83,88
이레노인복지센터,34617000114,C01,,,,,,2019년 정기평가,2019-06-25,D,방문목욕,2015-01-29,2015-01-29,76,85,67,60,100
보화노인복지센터,24617000004,B01,,,,,,2019년 정기평가,2019-04-23,B,방문목욕,2008-05-21,2007-12-20,71,95,82,79,88
효녀심청노인복지센터,24617000016,B01,,,,,,2019년 정기평가,2019-07-04,B,방문목욕,2008-05-27,2008-05-27,89,100,92,79,100
고은재가노인복지센터,34617000144,C01,,,,,,2019년 정기평가,2019-08-20,C,방문목욕,2017-08-01,2017-08-01,86,60,82,65,100
청명주간보호센터,34617000134,C03,,,,,,2019년 정기평가,2019-08-06,E,주야간보호,2016-08-25,2016-08-25,44,56,66,32,90
나주까리따스노인복지센터,24617000008,B01,,,,,,2019년 정기평가,2019-07-16,B,주야간보호,2008-05-26,2006-06-16,68,95,87,96,90
보화노인복지센터,24617000004,B01,,,,,,2019년 정기평가,2019-04-23,D,주야간보호,2008-05-21,2007-12-20,65,84,70,45,95
구세군나주주간보호센터,24617000038,B03,,,,,,2019년 정기평가,2019-07-09,D,주야간보호,2008-08-12,2008-08-12,69,66,79,53,100
덕인주야간보호센터,34617000118,C03,,,,,,2019년 정기평가,2019-04-04,B,주야간보호,2015-05-01,2015-05-01,66,95,91,87,87
참빛주간보호센터,34617000140,C03,,,,,,2019년 정기평가,2019-08-06,C,주야간보호,2017-05-22,2017-05-22,70,90,79,65,100
상록수노인복지센터,34617000022,C01,,,,,,2019년 정기평가,2019-03-20,B,주야간보호,2008-05-29,2008-05-28,73,93,91,83,100
남양복지센터,34677000086,C01,,,,,,2019년 정기평가,2019-07-23,A,방문요양,2015-04-15,2015-04-15,100,100,100,97,100
고은재가복지센터,34677000070,C01,,,,,,2019년 정기평가,2019-05-22,C,방문요양,2012-03-10,2012-03-10,82,80,82,73,69
동일노인복지센터,34677000078,C01,,,,,,2019년 정기평가,2019-07-23,C,방문요양,2014-04-28,2014-04-28,84,90,71,57,92
선한손복지센터,34677000080,C01,,,,,,2019년 정기평가,2019-04-17,B,방문요양,2014-05-09,2014-05-09,86,100,82,77,100
금산조아 복지센터,34677000016,C01,,,,,,2019년 정기평가,2019-04-17,D,방문요양,2008-09-02,2008-09-02,71,80,71,67,100
봉두재가노인복지센터,34677000052,C01,,,,,,2019년 정기평가,2019-04-22,B,방문요양,2009-11-12,2009-11-10,96,90,86,74,100
고흥사랑복지센터,34677000096,C01,,,,,,2019년 정기평가,2019-05-22,D,방문요양,2016-05-16,2016-05-13,75,80,67,50,100
동행주간보호센터,34677000090,C01,,,,,,2019년 정기평가,2019-07-23,C,방문요양,2015-10-20,2015-10-16,84,60,89,58,100
참빛종합재가복지센터,24677000004,B01,,,,,,2019년 정기평가,2019-07-23,B,방문요양,2008-05-27,2005-02-14,90,100,86,75,100
고흥효나누리재가복지센터,24677000104,B01,,,,,,2019년 정기평가,2019-05-22,B,방문요양,2016-09-26,2016-09-26,85,100,100,74,92
고흥행복복지센터,34677000088,C01,,,,,,2019년 정기평가,2019-07-15,C,방문요양,2015-06-30,2015-06-30,71,90,58,67,100
금산조아 복지센터,34677000016,C01,,,,,,2019년 정기평가,2019-04-17,D,방문목욕,2008-09-02,2008-09-02,73,85,76,75,88
봉두재가노인복지센터,34677000052,C01,,,,,,2019년 정기평가,2019-04-22,B,방문목욕,2009-11-12,2009-11-10,92,100,82,77,88
고흥행복복지센터,34677000088,C01,,,,,,2019년 정기평가,2019-07-15,C,방문목욕,2015-06-30,2015-06-30,77,98,71,65,88
고흥효나누리재가복지센터,24677000104,B01,,,,,,2019년 정기평가,2019-05-22,B,주야간보호,2016-09-26,2016-09-26,81,91,72,80,90
고흥연세의료기,34677000008,C06,,,,,,2019년 정기평가,2019-07-15,E,복지용구,2008-06-30,2008-06-30,64,100,35,18,83
보금자리노인복지센터,34678000048,C01,,,,,,2019년 정기평가,2019-04-22,B,방문요양,2015-05-20,2015-05-20,82,80,91,87,92
효드림노인복지센터,34678000037,C01,,,,,,2019년 정기평가,2019-06-24,A,방문요양,2012-02-10,2012-02-10,97,100,100,88,100
평강재가노인복지센터,34678000052,C01,,,,,,2019년 정기평가,2019-07-23,E,방문요양,2017-05-31,2017-05-31,57,50,56,33,100
대건노인복지센터,24678000020,B01,,,,,,2019년 정기평가,2019-03-07,C,방문요양,2008-12-15,2008-12-11,80,70,69,50,100
엘림노인복지센터,24678000008,B01,,,,,,2019년 정기평가,2019-03-19,B,방문요양,2008-07-16,2008-07-16,100,90,91,73,82
보성은빛복지센터,34678000038,C01,,,,,,2019년 정기평가,2019-04-08,B,방문요양,2012-07-09,2012-07-09,91,90,78,81,92
효드림노인복지센터,34678000037,C01,,,,,,2019년 정기평가,2019-06-24,A,방문목욕,2012-02-10,2012-02-10,98,90,100,89,100
보성은빛복지센터,34678000038,C01,,,,,,2019년 정기평가,2019-04-08,B,방문목욕,2012-07-09,2012-07-09,95,90,69,75,77
보성은빛복지센터,34678000038,C01,,,,,,2019년 정기평가,2019-04-08,B,주야간보호,2012-07-09,2012-07-09,80,94,95,81,97
에덴복지센터,34679000042,C01,,,,,,2019년 정기평가,2019-03-06,E,방문요양,2008-08-07,2008-08-04,54,60,70,37,100
한마음재가노인복지센터,34679000158,C01,,,,,,2019년 정기평가,2019-08-05,B,방문요양,2017-08-23,2017-08-23,95,100,67,68,98
효사랑복지센터,24679000162,B01,,,,,,2019년 정기평가,2019-03-19,A,방문요양,2017-12-27,2017-12-27,98,100,95,97,100
고려종합노인복지센터,34679000070,C01,,,,,,2019년 정기평가,2019-08-20,E,방문요양,2009-05-25,2009-05-25,48,55,58,25,100
성경노인복지센터,34679000080,C01,,,,,,2019년 정기평가,2019-06-24,B,방문요양,2009-07-13,2009-07-13,84,100,80,83,100
화순삼성노인복지센터,24679000065,B01,,,,,,2019년 정기평가,2019-07-02,B,방문요양,2009-03-20,2009-03-17,90,80,84,68,100
화순노인복지센터,24679000008,B01,,,,,,2019년 정기평가,2019-05-23,B,방문요양,2008-05-26,2006-10-16,90,80,82,75,98
에덴복지센터,34679000042,C01,,,,,,2019년 정기평가,2019-03-06,D,방문목욕,2008-08-07,2008-08-04,76,65,75,41,100
한마음재가노인복지센터,34679000158,C01,,,,,,2019년 정기평가,2019-08-05,C,방문목욕,2017-08-23,2017-08-23,89,95,54,70,100
효사랑복지센터,24679000162,B01,,,,,,2019년 정기평가,2019-03-19,A,방문목욕,2017-12-27,2017-12-27,100,100,95,97,100
화순노인복지센터,24679000008,B01,,,,,,2019년 정기평가,2019-05-23,B,방문목욕,2008-05-26,2006-10-16,75,80,82,79,100
한마음재가노인복지센터,34679000158,C01,,,,,,2019년 정기평가,2019-08-05,C,주야간보호,2017-08-23,2017-08-23,93,100,54,75,95
화순노인복지센터,24679000008,B01,,,,,,2019년 정기평가,2019-05-23,A,주야간보호,2008-05-26,2006-10-16,88,100,100,90,97
